Hero,Degree,Betweenness,Closeness,PageRank,Community,Role
"LITTLE, ABNER",0.0034241245136186773,8.922959870822107e-07,0.3761584002364183,8.288014587906453e-05,0,Other
PRINCESS ZANDA,0.0017120622568093386,6.742500623124392e-08,0.3733448505823388,5.065310572880491e-05,21,Other
BLACK PANTHER/T'CHAL,0.11066147859922179,0.007675402065237133,0.5200268946781348,0.0017493597152297067,0,Other
"STEELE, SIMON/WOLFGA",0.0014007782101167316,5.99585775320722e-06,0.38285297387437467,5.1163920400362016e-05,21,Other
"FORTUNE, DOMINIC",0.002334630350194553,8.293694260425806e-06,0.3966629681514599,6.643742567693096e-05,21,Other
"ERWIN, CLYTEMNESTRA",0.009494163424124515,1.839724042524422e-05,0.39480012531765213,0.00017080012540571614,0,Other
IRON MAN/TONY STARK ,0.23688715953307396,0.03198382182236345,0.5614279813721937,0.004109302113256796,0,Core Hub
IRON MAN IV/JAMES R.,0.07237354085603113,0.004980314947812393,0.4931344881148166,0.0013071958575823967,0,Other
"RAVEN, SABBATH II/EL",0.0017120622568093386,7.3857744211442674e-06,0.38585882522137727,5.628951324164852e-05,21,Other
CARNIVORE/COUNT ANDR,0.007003891050583658,3.507930970131831e-05,0.42011115386740955,0.00013458978070124026,0,Other
GHOST,0.005447470817120623,1.4342622902279947e-05,0.40291671993539535,0.00011104922116335196,0,Other
"ZIMMER, ABE",0.011206225680933853,3.111712338828107e-05,0.4077770250201407,0.00021291894585775828,0,Other
FU MANCHU,0.006536964980544747,0.00038611126030983653,0.4021052569712105,0.0001578075630158862,21,Other
"TARR, BLACK JACK",0.004669260700389106,0.00018880924428271104,0.3775365140941656,0.00013683620354740678,2,Other
"SMITH, SIR DENIS NAY",0.004357976653696498,8.389225770581318e-05,0.3774919012121456,0.00012607691432479839,2,Other
SHANG-CHI,0.019766536964980545,0.003488936770533711,0.46871472584664103,0.00045198960734349486,2,Other
STARSHINE II/BRANDY ,0.025836575875486382,0.005430594384898062,0.46898997489653993,0.000549080709886656,3,Other
"ROM, SPACEKNIGHT",0.03750972762645915,0.006006062413341181,0.4843859308578896,0.0006990359574031045,3,Other
MAN-THING/THEODORE T,0.02926070038910506,0.0014339898310850032,0.48139319077874954,0.0005542680431436035,4,Other
"WU, LEIKO",0.0068482490272373546,0.0005682532257431944,0.4107921576554725,0.00015591753680884113,2,Other
DOCTOR DREDD,0.002178988326848249,1.2162693371885266e-06,0.3539640126324412,6.33988608742027e-05,2,Other
"RESTON, CLIVE",0.004980544747081712,0.0003215766396750753,0.37973553806927574,0.00013726638288201004,2,Other
"JACKSON, STEVE",0.01105058365758755,0.00034459774443945033,0.439835496903178,0.00023263115032289472,3,Other
MYSTIQUE/RAVEN DARKH,0.06147859922178989,0.0019024480503515941,0.48641419322539503,0.0009463984667352349,4,Other
BLOB/FRED J. DUKES,0.06583657587548639,0.002282497457573862,0.4982881319619064,0.000991510863163705,4,Other
TORPEDO III/BROCK JO,0.03486381322957199,0.000470376423654785,0.4828119419644498,0.0005372933524091888,0,Other
PYRO/ALLERDYCE JOHNN,0.04638132295719845,0.0013640229428268573,0.4846798989542986,0.0006946723051722883,4,Other
AVALANCHE/DOMINIC PE,0.043112840466926074,0.0012018629610115843,0.4827754592727493,0.0006467128058234249,4,Other
ROGUE /,0.12933852140077823,0.009153063366334473,0.5221518819888497,0.0019537452101531147,4,Other
DESTINY II/IRENE ADL,0.0354863813229572,0.00048092574972616737,0.47078700375916027,0.0005358436990799421,4,Other
HYBRID/JAMES JIMMY M,0.004669260700389106,7.959119387013111e-06,0.3747023885998219,9.311240136197481e-05,4,Other
"CLARK, SARAH",0.008249027237354087,8.527832323192199e-05,0.38567248750546684,0.00017758847609265852,3,Other
"KILLBURN, MACK",0.0026459143968871595,8.001115714046457e-06,0.351742481172405,6.887146170371202e-05,3,Other
"JONES, TAMMY ANNE",0.008093385214007782,5.196633667245208e-05,0.42630616054017245,0.0001591218284175814,3,Other
"JONES, LORRAINE LORR",0.008093385214007782,5.196633667245208e-05,0.42630616054017245,0.0001591218284175814,3,Other
"JONES, NELL",0.007159533073929962,4.654447322704151e-05,0.4183232127293632,0.00014623008680041932,3,Other
"JONES, DANIEL DANNY",0.008093385214007782,5.196633667245208e-05,0.42630616054017245,0.0001591218284175814,3,Other
"CLARK, JOHN",0.008249027237354087,8.527832323192199e-05,0.38567248750546684,0.00017758847609265852,3,Other
SUB-MARINER/NAMOR MA,0.15206225680933852,0.014410696896804315,0.5351411699485354,0.002464494741489176,2,Other
VASHTI,0.03268482490272374,0.0008682412353124112,0.4706482819900968,0.0005363723758249672,3,Other
SEAWEED MAN,0.0007782101167315176,2.1172451912141063e-07,0.35006577327355015,3.476826197408107e-05,3,Other
NOVA/RICHARD RIDER,0.10599221789883269,0.006947400657114489,0.5178771523073327,0.0016022496321704892,5,Other
FIRESTAR/ANGELICA JO,0.09540856031128406,0.007234530915288971,0.5104706318324995,0.0014738143664394274,5,Other
THUNDERBALL/DR. ELIO,0.03299610894941635,0.00031242830986615965,0.4747752417340837,0.0004955569917351369,6,Other
NAMORITA/NITA PRENTI,0.0927626459143969,0.006356463559894192,0.5096562243152173,0.0014402057715265557,5,Other
SPEEDBALL/ROBBIE BAL,0.07828793774319066,0.007699226776502585,0.5061034876438184,0.0012456909180095595,5,Other
HULK/DR. ROBERT BRUC,0.1642023346303502,0.026435662864142506,0.5398437201534063,0.0030165217490534693,7,Bridge Connector
NIGHT THRASHER/DUANE,0.05976653696498055,0.003175581603972224,0.49226060775218156,0.0009567714490854784,5,Other
SPIDER-MAN/PETER PAR,0.2703501945525292,0.07659978241644982,0.5740902532137266,0.005322842370777829,21,Core Hub
JUSTICE II/VANCE AST,0.07610894941634241,0.004723956403911307,0.4980938978728903,0.0011884436825678,5,Other
TIGRA/GREER NELSON,0.08031128404669262,0.002097908009321124,0.5049036216228516,0.001184009941832314,0,Other
WASP/JANET VAN DYNE ,0.16980544747081713,0.012330461701439586,0.5390239119223458,0.0026403861778897483,0,Other
GALACTUS/GALAN,0.0621011673151751,0.0020331837893928337,0.49635258141823835,0.0009408176525241899,8,Other
MOCKINGBIRD/DR. BARB,0.08124513618677043,0.002529441582505073,0.5055028426311863,0.0012121692178551,0,Other
SILVER SURFER/NORRIN,0.10381322957198444,0.01670444312401079,0.5167044422171908,0.0018990109452658908,8,Other
HAWK,0.18287937743190663,0.020061780551999968,0.5414449515267427,0.0030580692683359945,0,Social Connector
LORD CHAOS,0.021011673151750974,6.835349560642034e-05,0.468165195868364,0.00031383353249043333,8,Other
SCARLET WITCH/WANDA ,0.20622568093385216,0.017439548094680676,0.5523038060179429,0.0032132015301091464,0,Social Connector
QUICKSILVER/PIETRO M,0.13618677042801558,0.006776533499470806,0.5265411593881295,0.002032516720857069,0,Other
UATU,0.08186770428015565,0.0033807586334973585,0.5107971240818328,0.0012046266872412028,8,Other
CAPTAIN AMERICA,0.2966536964980545,0.05518208147805709,0.583688144346388,0.005117005847250826,0,Core Hub
THUNDERSTRIKE/ERIC K,0.08311284046692607,0.003803498562305844,0.5061836815097103,0.0012193794225123678,8,Other
WONDER MAN/SIMON WIL,0.16077821011673152,0.010255314541150029,0.5371658338671232,0.002471684340329854,0,Other
DEATHLOK III/MICHAEL,0.029571984435797668,0.003021097153357966,0.4772578193781702,0.0005614152274492646,8,Other
OBLIVION,0.012451361867704281,3.206426483105963e-05,0.44461032901987224,0.00019517552814124223,8,Other
WOLVERINE/LOGAN ,0.21338521400778213,0.026331025866593416,0.5548940792092725,0.003870498735889702,4,Core Hub
SHE-HULK/JENNIFER WA,0.16669260700389107,0.017977567203888576,0.5397525072244288,0.0026131476172617375,8,Other
VISION ,0.19315175097276266,0.011519432772344846,0.5479460058332388,0.0028998794507128422,0,Social Connector
PSYLOCKE/ELISABETH B,0.10801556420233464,0.003759372236358707,0.5151629114671475,0.0016274942471779402,4,Other
MARVEL GIRL/JEAN GRE,0.15642023346303502,0.01079233280983184,0.5315349773723431,0.0025317716773392792,4,Other
STORM/ORORO MUNROE S,0.16684824902723736,0.012328914957593149,0.5403459428294624,0.002575324238958088,4,Other
ETERNITY/ADAM QADMON,0.049494163424124514,0.0004701514144761497,0.4952752269779507,0.0007066495446073806,8,Other
KISMET/J'RIDIA STARD,0.030350194552529186,0.0006582260070959634,0.4786164078219765,0.000476330444166516,8,Other
IN-BETWEENER,0.014474708171206227,8.798752183411124e-05,0.44656814342738266,0.00023849856490338066,8,Other
MR. FANTASTIC/REED R,0.21463035019455254,0.02424894251898843,0.556053126894305,0.0035709474961376853,3,Core Hub
ANGEL/WARREN KENNETH,0.16700389105058366,0.010404363284364938,0.5377988575770677,0.002579359865305964,4,Other
DEATH,0.043579766536964985,0.0016207721479842136,0.49615985307257626,0.0006306872052828246,8,Other
MASTER ORDER,0.018677042801556423,5.000415799899015e-05,0.4664221366634227,0.0002821534775886434,8,Other
JUBILEE/JUBILATION L,0.06988326848249028,0.0065463697777935785,0.48423908049231196,0.0011539022728840574,4,Other
THING/BENJAMIN J. GR,0.2203891050583658,0.02386756644035741,0.5577521106953788,0.0036740169716099674,3,Core Hub
INVISIBLE WOMAN/SUE ,0.19237354085603114,0.015881405930508827,0.5486047078838712,0.0031240173190475807,3,Social Connector
INFINITY II,0.01914396887159533,3.399338257101386e-05,0.4571771325950314,0.00028147935202143745,8,Other
PUNISHER II/FRANK CA,0.0753307392996109,0.016751115163886502,0.5024418392588521,0.0017198934757461483,21,Other
ANDROMEDA/ANDROMEDA ,0.018521400778210118,0.00012589027564884381,0.45347792093232764,0.0002980305790680748,8,Other
BEAST/HENRY &HANK& P,0.19719844357976654,0.021639661096911147,0.5491233715526914,0.003184958399617567,4,Social Connector
GHOST RIDER III/DAN ,0.04607003891050584,0.006692328138831443,0.4827754592727493,0.0010739385455736262,9,Other
CYCLOPS/SCOTT SUMMER,0.1682490272373541,0.010285435286986687,0.5406660258962143,0.0025944583001379262,4,Other
LIVING LASER/ARTHUR ,0.010894941634241246,1.3818001579261164e-05,0.4249734221109195,0.00018022533302773956,0,Other
"CABE, BETHANY",0.016498054474708174,7.245440665051138e-05,0.42080289982319463,0.00029535201363176485,0,Other
SPYMASTER/JAKE JORDA,0.007003891050583658,2.2491120049881808e-05,0.403400077536025,0.00013378676164003942,0,Other
"HOGAN, VIRGINIA PEPP",0.04046692607003891,0.0011596001042652063,0.4648610614097471,0.0007282299455364557,0,Other
"HOGAN, HAROLD J. HAP",0.034396887159533075,0.0009639005242269437,0.466762889247192,0.0006297517099915211,0,Other
BATROC/GEORGES BATRO,0.027237354085603113,0.0005215834799706622,0.4571771325950314,0.0004718822189636674,0,Other
"CARTER, SHARON",0.04015564202334631,0.0012291184574394968,0.46611588443974344,0.0007122097542430169,0,Other
KARNILLA [ASGARDIAN],0.028949416342412455,0.0003568202426537261,0.46912772068548086,0.00042784284030297575,6,Other
HEIMDALL [ASGARDIAN],0.04,0.0005256128060678631,0.4626729254845075,0.0006023702446534298,6,Other
ENCHANTRESS/AMORA/HE,0.04964980544747082,0.0012158973523018239,0.48179250644865124,0.0007713073951236409,6,Other
LOKI [ASGARDIAN],0.06614785992217899,0.0020404120153359423,0.4961213253622895,0.0009810958351795466,6,Other
NIGHTMARE/EDVARD HAB,0.0221011673151751,0.0008118034030557789,0.4611700900834101,0.0004269038354826659,8,Other
ZANIAC/BRAD WOLFE,0.0015564202334630351,0.0,0.3567309005033816,4.540365789026411e-05,6,Other
THOR/DR. DONALD BLAK,0.20062256809338522,0.022987780887129765,0.5508751877923405,0.003199945943603439,6,Social Connector
SONIC,0.004046692607003891,1.6630213348791341e-06,0.41361108487185627,8.438111610705292e-05,8,Other
CHAIN,0.004046692607003891,1.6630213348791341e-06,0.41361108487185627,8.438111610705292e-05,8,Other
SPIDER-WOMAN II/JULI,0.06396887159533074,0.002585332817781812,0.4901081948462384,0.001011438633566979,8,Other
"CARPENTER, RACHEL",0.01509727626459144,0.0001890609177256612,0.43652981880401504,0.00025938377967360527,0,Other
GRASP,0.004046692607003891,1.6630213348791341e-06,0.41361108487185627,8.438111610705292e-05,8,Other
"CLEMSON, MIKE",0.0056031128404669265,9.33748162795363e-07,0.4002161380616114,0.00010512711868971048,0,Other
"COOPER, DR. VALERIE",0.08389105058365759,0.0033666156690530316,0.503630019550336,0.0012590173773213505,4,Other
"CARPENTER, LARRY",0.007782101167315175,1.0943113552793287e-05,0.4070236623568557,0.00013886830521626635,0,Other
RED GUARDIAN III/DR.,0.02521400778210117,0.00017804613596020372,0.46748009277936375,0.00038124521439722615,0,Other
DR. STRANGE/STEPHEN ,0.16607003891050584,0.028424070899799214,0.5372561745724491,0.003038336066866195,8,Bridge Connector
DOLLAR BILL,0.009182879377431907,1.463144707340911e-05,0.45002820511485275,0.00015351422885520637,0,Other
HELLCAT/PATSY WALKER,0.056809338521400785,0.001740122237370645,0.49328678412720534,0.0008849397079706968,0,Other
NIGHTHAWK II/KYLE RI,0.039221789883268486,0.0003656571255793729,0.4804158529224426,0.0006113309118634158,0,Other
DEVIL-SLAYER/ERIC SI,0.024747081712062257,0.0004568336705580357,0.47636820966414883,0.00039129708469630827,0,Other
"NORRISS, SISTER BARB",0.060544747081712064,0.0016121310818265845,0.49859922178988325,0.0009057552286148563,0,Other
"BANNER, BETTY ROSS T",0.05354085603112841,0.0029624319388141074,0.4920710434392763,0.0009554536910660605,7,Other
"ROSS, GEN. THADDEUS ",0.05120622568093386,0.0029542128959032373,0.489207536601498,0.0009004027163131828,0,Other
COBALT MAN,0.004357976653696498,1.2201018353472905e-06,0.390004299109728,8.646137666032733e-05,4,Other
MASTERMIND/JASON WYN,0.0221011673151751,9.759825005667129e-05,0.4481342798636153,0.0003321160013125502,4,Other
"ROBERTS, TED",0.004669260700389106,5.287663830967298e-06,0.40782908387690314,9.616991403590678e-05,4,Other
"ARMBRUSTER, COLONEL ",0.004357976653696498,6.125263389129067e-06,0.39519084728246207,0.00010204353922799129,4,Other
GORGON [INHUMAN],0.06832684824902724,0.0020596002081632466,0.5000822188490579,0.0010323652912943846,3,Other
LOCKJAW [INHUMAN],0.06147859922178989,0.0018586208030839375,0.49546726855490997,0.000945308759822913,3,Other
CRYSTAL [INHUMAN],0.10910505836575876,0.0061493354700788904,0.516871646955389,0.00164076742230497,0,Other
BLACK BOLT/BLACKANTO,0.06910505836575875,0.0023413737903547425,0.5005523682243469,0.0010485163016540253,3,Other
TRITON,0.06536964980544747,0.0025643940969861737,0.49743463313730646,0.000984136778026503,3,Other
KARNAK [INHUMAN],0.06926070038910506,0.0023564637370861166,0.4995348262717408,0.001055238223559099,3,Other
WARLOCK II/ADAM WARL,0.04700389105058366,0.0007752760251643569,0.48823555158303256,0.0007018916809456825,8,Other
ANALYZER,0.01992217898832685,0.00013752753693860005,0.4216360079202511,0.00029422582887599427,6,Other
MAN-BEAST,0.015252918287937744,0.00013588065575359707,0.43519177358596584,0.00024550149763437074,2,Other
ABOMINATION/EMIL BLO,0.029105058365758756,0.0020379337217390115,0.47947845613625245,0.0005134255414641585,7,Other
RHINO,0.04840466926070039,0.0023019089779229705,0.4903715118593571,0.0007891618812098717,21,Other
"WILSON, JIM",0.011206225680933853,4.7794368052708885e-05,0.4367386990235535,0.0002001167334516771,0,Other
JUGGERNAUT/CAIN MARK,0.04389105058365759,0.0009776678298970812,0.48394564672137286,0.0006817001853820498,4,Other
PROFESSOR X/CHARLES ,0.16062256809338524,0.01200491747017474,0.5346485713820556,0.0025069296319742513,4,Other
"CORBEAU, DR. PETER",0.032062256809338524,0.0005421798364884322,0.47883162917001904,0.0004823454988582296,4,Other
"BRICKFORD, CLAY",0.004824902723735409,7.266381132836309e-06,0.3764465253367643,9.858565779634671e-05,3,Other
MISSING LINK,0.003579766536964981,4.4429393810052625e-06,0.3791946363591646,8.180966086574252e-05,3,Other
"STACY, PAUL",0.01105058365758755,2.8160292042496477e-05,0.3782965497078314,0.00023251726828160696,21,Other
VENOM/EDDIE BROCK,0.02443579766536965,0.0008166688254646386,0.4469117534985705,0.0004780476775614701,21,Other
"PARKER, MAY",0.07595330739299612,0.0047302525969800426,0.49279216567802264,0.001470447271471765,21,Other
"STACY, ARTHUR",0.014785992217898834,5.868936355593741e-05,0.41243628093832313,0.0002818726984460222,21,Other
"STACY, JILL",0.024591439688715955,0.00047574968323432483,0.4450129155126812,0.0004957557907741781,21,Other
BLADE,0.009182879377431907,0.00013678489149387033,0.3880382889775623,0.00025344183528900217,9,Other
"ROBERTSON, JOE",0.10007782101167316,0.007136875579267646,0.5079543987927783,0.0018100741428080948,21,Other
"FORTUNATO, GIACOMO J",0.009649805447470818,1.5335176204899238e-05,0.38159531911936717,0.0001964563818974414,21,Other
MORBIUS/DR. MICHAEL ,0.0175875486381323,0.0007694300667593538,0.44260827350298326,0.0003931303134857181,21,Other
"LEEDS, BETTY BRANT",0.06443579766536965,0.003034896377252287,0.47668808684738967,0.0011993450015751798,21,Other
KINGPIN/WILSON FISK,0.06879377431906615,0.0071211502056715255,0.4876393243791455,0.0013277413648513279,21,Other
"GARTH, DONNA",0.002334630350194553,8.270398027931574e-05,0.36630262745187275,0.00010005139142028958,9,Other
ZOMBIE/SIMON GARTH,0.0020233463035019454,8.166806003121083e-05,0.3666599958688989,8.501131760022717e-05,9,Other
"WATSON-PARKER, MARY ",0.1245136186770428,0.01545718839674475,0.5157034811538916,0.002505372134705949,21,Other
"WATSON, ANNA",0.043112840466926074,0.0012643402927484738,0.45225811764816054,0.0008011248460308795,21,Other
"SPAULDING, PETER",0.006070038910505837,0.0002893350979414958,0.4106601380650189,0.0001270753772377789,3,Other
MACHINE MAN/X-51,0.04,0.0023142266302861106,0.4906351119655632,0.0006032833870268202,0,Other
JOCASTA,0.03377431906614786,0.0004832141180249665,0.48310400211837917,0.0005434541348002961,0,Other
"GARVIN, GEARS",0.007315175097276265,4.527244492581357e-06,0.4318093017042149,0.0001269390671903391,0,Other
ULTRON,0.028482490272373543,0.0002249714435938689,0.47319289201715037,0.00044210656079198744,0,Other
"CALDRONE, JAVIER",0.00575875486381323,3.4306553511545395e-05,0.42266806218679304,0.0001184547233607686,21,Other
"JAMESON, J. JONAH",0.14319066147859924,0.015384192275600984,0.5303436895505573,0.0026475340613813917,21,Other
DOLMAN,0.0038910505836575876,2.5183117109975088e-06,0.38007438596166354,9.864758258631219e-05,21,Other
"URICH, BEN",0.06334630350194553,0.0029506414687379685,0.4785805564056602,0.0011782306310786353,21,Other
"KWAN, TERRY",0.006070038910505837,3.65580358621551e-05,0.4232280357720962,0.00012390257964596977,21,Other
OVERRIDE/DR. GREGORY,0.009805447470817122,2.276996740852173e-05,0.386863483379689,0.0002067870333975976,21,Other
ICEMAN/ROBERT BOBBY ,0.14708171206225681,0.007606425777731967,0.533220700051374,0.002229952055156917,4,Other
"THOMPSON, EUGENE FLA",0.054319066147859925,0.001811188540253906,0.4724930060653427,0.0010033976520183506,21,Other
"THORSON, DR. WALTER",0.005136186770428016,3.0319624574865916e-05,0.4225562452391246,0.00010647172535417385,21,Other
"MAXWELL, MORRIS",0.005136186770428016,1.3004056692577437e-05,0.3805271249562575,0.00013303623390369384,21,Other
"LUMLEY, JUDY",0.0020233463035019454,0.0,0.37613625503447334,5.8304532687550634e-05,21,Other
"GRANT, GLORIA GLORY",0.041400778210116736,0.0006691499018300855,0.45567722901473245,0.0007542853429633412,21,Other
"FAIRMONT, HANNAH",0.013385214007782103,7.1184724307159e-05,0.4250582415019336,0.000224135545174237,6,Other
"MCCORMICK, BARRY",0.0010894941634241246,0.0,0.3796001680242151,4.042928882356779e-05,21,Other
TOKKOTS,0.004824902723735409,2.955235679092253e-05,0.38646566828064144,9.996625630333383e-05,6,Other
STAR THIEF II,0.0014007782101167316,0.0,0.3632619074377737,4.341132940943549e-05,8,Other
GARGOYLE II/ISAAC CH,0.040933852140077824,0.0012126393546048214,0.48486381027666114,0.0006557577555019853,0,Other
KUBIK,0.00575875486381323,3.4888712206604396e-06,0.407907197089674,0.00010383684957897206,8,Other
CLOUD,0.006692607003891051,2.3780316718957917e-05,0.40929214785493684,0.00012645360855545834,8,Other
MANSLAUGHTER,0.004046692607003891,1.8309565820732e-06,0.3896000017083702,8.61253412777474e-05,8,Other
"SOUTHERN, CANDY",0.026303501945525293,0.00019644573788041368,0.4616032387844494,0.000399579827639935,4,Other
INTERLOPER,0.0038910505836575876,5.564986562994411e-07,0.38955249240994844,8.182639269614412e-05,8,Other
MOONDRAGON/HEATHER D,0.08933852140077822,0.005803080947487958,0.5082776792375151,0.0013365752241610636,8,Other
DRAGON OF THE MOON,0.002178988326848249,4.3568612818503845e-09,0.3873795202822752,5.405349312997773e-05,8,Other
HUMAN TORCH/JOHNNY S,0.21182879377431907,0.021647136679376736,0.5548458904051726,0.003499733723302255,3,Social Connector
BEYONDER,0.036731517509727626,0.00034033650017699244,0.4825566788531393,0.0005449907028525112,8,Other
DR. OCTOPUS/OTTO OCT,0.03610894941634241,0.0008727639160964913,0.47836556064806557,0.0006113833508013072,21,Other
"WARD, SEN. STEWART",0.006692607003891051,6.539322633784588e-06,0.40526802588110145,0.00012804642487589853,21,Other
BULLSEYE II/BENJAMIN,0.014474708171206227,0.0003773713332106519,0.4266477748257472,0.00029442005881848306,4,Other
MISTER HYDE/CALVIN Z,0.03237354085603113,0.0006135982736050915,0.46523341061789586,0.0004961848625250812,0,Other
COACHWHIP,0.012140077821011674,3.067374941745058e-05,0.42052592825745827,0.00019197686978300694,0,Other
COBRA/KLAUS VORHEES,0.036575875486381325,0.0005980194378828772,0.47019800029552283,0.0005443764773504579,0,Other
ASP II/CLEO,0.023657587548638136,0.00014960024293035463,0.425284592159726,0.0003529003660766963,0,Other
BUSHMASTER II/QUINCY,0.013540856031128406,9.189966541175062e-05,0.4169309859054793,0.00021784230559987358,0,Other
FER DE LANCE/TERESA,0.010894941634241246,1.3761188867395218e-05,0.4178581051677936,0.00017066602274180156,0,Other
BLACK MAMBA/TANYA SE,0.0266147859922179,0.0001513094823655384,0.4376361687797496,0.00039317161460952614,0,Other
BLACK RACER/,0.01105058365758755,2.148917973047292e-05,0.4145503781479084,0.0001726057912857569,0,Other
ROCK PYTHON,0.011984435797665371,1.8499995974704352e-05,0.4190915334874099,0.0001873084683292812,0,Other
ANACONDA/BLANCHE SIT,0.025836575875486382,0.00014789811337775744,0.43883854852775356,0.0003820030712158268,0,Other
PUFF ADDER,0.012451361867704281,2.1355166877789485e-05,0.4191740209956412,0.00019555960332374826,0,Other
BOOMSLANG/,0.012451361867704281,1.9851748149064168e-05,0.42138572932433477,0.000191536063258449,0,Other
RATTLER,0.016498054474708174,6.201792283972154e-05,0.4242397362560135,0.00025057668047508765,0,Other
COPPERHEAD III/DAVIS,0.010116731517509728,1.1894166808347918e-05,0.4154939473249375,0.00015947964151919207,0,Other
"MOREAU, DAVID",0.007782101167315175,6.7161051580867745e-06,0.4066868509239697,0.000129690929894639,4,Other
"RANSOME, JENNIFER AM",0.018365758754863813,8.935660590515789e-05,0.43277453281958705,0.00028080791584229084,4,Other
"MOREAU, PHILLIP",0.016653696498054475,6.630363241982204e-05,0.42404263808426124,0.00025666030889475794,4,Other
HAVOK/ALEX SUMMERS ,0.12171206225680935,0.033053370745157115,0.5233066121726239,0.001964108682950427,4,Other
WIPEOUT,0.007315175097276265,6.162445318419497e-06,0.40795928919070074,0.0001237933907602725,4,Other
DAZZLER II/ALLISON B,0.05852140077821012,0.004000586443986881,0.4955825650027586,0.0008726161527131257,4,Other
LONGSHOT,0.03455252918287938,0.0040573092386676736,0.4722136310432789,0.0005886303900514893,4,Other
"SUMMERS, MADELYNE MA",0.039066147859922185,0.001611736326159058,0.46462442207952614,0.0006498010221123601,4,Other
COLOSSUS II/PETER RA,0.1595330739299611,0.008384068278228284,0.5362640950155753,0.002377637035510422,4,Other
MALICE IV,0.010272373540856031,4.9271290894563735e-06,0.3870040843185877,0.00016127950618254747,4,Other
"SUMMERS, NATHAN CHRI",0.09105058365758756,0.013201495950295022,0.5053029443226482,0.0015728007911336769,4,Other
POLARIS/LORNA DANE,0.08778210116731518,0.002989032315778382,0.5070272540286933,0.0013118170400759784,4,Other
MR. SINISTER/NATHAN ,0.029416342412451363,0.001114312374681335,0.45421942471317817,0.000508608697970721,4,Other
N'ASTIRH,0.01680933852140078,5.0476277864257634e-05,0.4530277549468598,0.0002531518755144876,4,Other
GATEWAY,0.028326848249027238,0.0002722051914732999,0.4299495577399437,0.00043471434091465734,4,Other
"TILBY, TRISH/PATRICI",0.04653696498054475,0.0021575984390250027,0.48310400211837917,0.0007387219976820649,4,Other
"CONOVER, REV. WILLIA",0.0020233463035019454,0.0,0.3691172469822384,5.1824899327135396e-05,4,Other
"CONOVER, HANNAH",0.0020233463035019454,0.0,0.3691172469822384,5.1824899327135396e-05,4,Other
WOLFSBANE/RAHNE SINC,0.0837354085603113,0.0031536995399087716,0.5081159875946846,0.0012390977504969907,4,Other
WARLOCK III,0.04342412451361868,0.0007931506737354958,0.48306747527714833,0.0006555765795708258,4,Other
SUNSPOT/ROBERTO DACO,0.08108949416342413,0.006283731295122715,0.4972023679389544,0.001277261189862412,4,Other
MAGIK/ILLYANA RASPUT,0.041245136186770434,0.0005118887594214306,0.4833232792204829,0.0005923600255189966,4,Other
MAGNETO/MAGNUS/ERIC ,0.08186770428015565,0.0029684575375732093,0.5046643308069165,0.0011936326769454533,4,Other
CANNONBALL II/SAM GU,0.09976653696498056,0.010412459545999331,0.5104298496457269,0.0016114052332865457,4,Other
MIRAGE II/DANIELLE M,0.0619455252918288,0.0049207180926467324,0.48842217170060115,0.0010099879665017568,4,Other
S'YM,0.021634241245136188,0.0004621355600043364,0.43877827264717834,0.0003399087308919582,4,Other
"GRIFFITH, D.W.",0.013852140077821012,0.0005022138240935342,0.4363509375778967,0.0002686213524627101,2,Other
MACE,0.0014007782101167316,1.069101457405721e-06,0.36975811262315894,4.843013424428299e-05,2,Other
"CAGE, LUKE/CARL LUCA",0.09447470817120623,0.011704890776212373,0.515329119859297,0.0015671414316184293,2,Other
PIPELINE/CORMICK GRI,0.01727626459143969,6.939273949474891e-05,0.43160510896545057,0.0002634117529002743,4,Other
PUNCHOUT,0.006381322957198444,7.0568270421622724e-06,0.4022571572130935,0.0001138139069410806,4,Other
HAWKSHAW,0.009338521400778212,2.467456202026153e-05,0.4053451610211625,0.00015623591311217247,4,Other
MOLECULE MAN/OWEN RE,0.024591439688715955,0.0001521785917967845,0.4706829547676119,0.00036489119456951745,8,Other
"JARVIS, EDWIN ",0.15346303501945527,0.011295944262129473,0.5279334348054506,0.0024035190010420378,0,Other
GHOST RIDER II/JOHNN,0.04217898832684825,0.005495426320227823,0.48019920541266925,0.0008312314630436053,9,Other
ANT-MAN/DR. HENRY J.,0.1684046692607004,0.012525247166332281,0.5376630840709892,0.002650147647760932,0,Other
"ARBOGAST, BAMBI",0.029105058365758756,0.0004414200904240406,0.4516826036066146,0.0005097372805890454,0,Other
EGGHEAD/PROF. ELIHAS,0.011361867704280156,3.5148232693298464e-05,0.4506948665360866,0.00018747819884222617,0,Other
"STARR, TRIXIE TRISH",0.0088715953307393,1.0282225246408018e-05,0.4158184463400953,0.000149167014242514,0,Other
"STANKOWICZ, FABIAN",0.030817120622568094,0.00033111347738492327,0.4698522156210887,0.00046919132199107523,0,Other
HERCULES [GREEK GOD],0.15424124513618678,0.008556103992132712,0.5335769523981597,0.0023002149542948732,0,Other
BLACK WIDOW/NATASHA ,0.14350194552529183,0.012354275020194391,0.5304757911005947,0.002327496668008929,0,Other
MOON KNIGHT/MARC SPE,0.06832684824902724,0.003890347848202696,0.5029560283409875,0.0011660646615366018,0,Other
